shipment_id,date,route,region,delivery_type,weight_kg,volume_m3,status
GF0013312,2023-08-14,Dubai-Abu Dhabi,Abu Dhabi,Standard,11.34,0.0819,Completed
GF0013951,2023-08-25,Dubai-Riyadh,KSA,Express,3.87,0.0354,Completed
GF0014490,2023-09-05,Abu Dhabi-Muscat,Oman,Standard,0.5,0.0885,Completed
GF0030434,2024-04-16,Dubai-RAK,Northern Emirates,Standard,3.23,0.0585,Completed
GF0005971,2023-03-14,Sharjah-Fujairah,Northern Emirates,Standard,15.03,0.0392,Completed
GF0014226,2023-08-31,Dubai-Sharjah,Sharjah,Standard,12.29,0.01,Completed
GF0004600,2023-02-21,Dubai-RAK,Northern Emirates,Same-Day,5.17,0.01,Completed
GF0009666,2023-05-22,Sharjah-Fujairah,Northern Emirates,Standard,0.5,0.0224,Completed
GF0028857,2024-03-19,Abu Dhabi-Muscat,Oman,Standard,0.81,0.01,Completed
GF0009577,2023-05-19,Dubai-Riyadh,KSA,Express,3.02,0.01,Completed
GF0011314,2023-06-27,Dubai-Sharjah,Sharjah,Express,13.79,0.0579,Completed
GF0002625,2023-01-24,Sharjah-Fujairah,Northern Emirates,Express,8.4,0.01,Completed
GF0017920,2023-10-26,Abu Dhabi-Muscat,Oman,Same-Day,0.5,0.01,Completed
GF0026150,2024-02-07,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,2.37,0.01,Completed
GF0008970,2023-05-05,Dubai-Abu Dhabi,Abu Dhabi,Standard,39.89,0.0332,Completed
GF0005212,2023-03-01,Dubai-Riyadh,KSA,Express,2.87,0.0374,Completed
GF0020891,2023-12-04,Sharjah-Fujairah,Northern Emirates,Standard,0.5,0.0827,Completed
GF0025777,2024-02-01,Abu Dhabi-Muscat,Oman,Standard,8.86,0.01,Completed
GF0012694,2023-08-01,Sharjah-Fujairah,Northern Emirates,Standard,0.5,0.0428,Completed
GF0003708,2023-02-07,Dubai-RAK,Northern Emirates,Standard,0.5,0.045,Completed
GF0031606,2024-05-10,Dubai-RAK,Northern Emirates,Same-Day,2.14,0.0159,Completed
GF0022415,2023-12-20,Abu Dhabi-Muscat,Oman,Express,1.8,0.0116,Completed
GF0007514,2023-04-06,Abu Dhabi-Muscat,Oman,Same-Day,1.56,0.01,Completed
GF0005662,2023-03-08,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.91,0.01,Completed
GF0021405,2023-12-10,Dubai-Sharjah,Sharjah,Same-Day,0.5,0.01,Completed
GF0002854,2023-01-26,Abu Dhabi-Muscat,Oman,Express,0.5,0.019,Completed
GF0020256,2023-11-24,Dubai-Abu Dhabi,Abu Dhabi,Express,4.76,0.0896,Completed
GF0020414,2023-11-27,Abu Dhabi-Al Ain,Abu Dhabi,Standard,9.54,0.01,Completed
GF0026781,2024-02-14,Dubai-Sharjah,Sharjah,Standard,2.7,0.0776,Completed
GF0015755,2023-09-26,Dubai-RAK,Northern Emirates,Standard,9.79,0.0527,Completed
GF0002645,2023-01-24,Dubai-Riyadh,KSA,Standard,6.07,0.0367,Completed
GF0004417,2023-02-17,Dubai-RAK,Northern Emirates,Standard,23.09,0.1002,Completed
GF0004476,2023-02-19,Dubai-Sharjah,Sharjah,Express,0.85,0.01,Completed
GF0033135,2024-06-13,Abu Dhabi-Muscat,Oman,Standard,6.13,0.0516,Completed
GF0012053,2023-07-17,Sharjah-Fujairah,Northern Emirates,Express,12.57,0.0306,Completed
GF0002792,2023-01-25,Dubai-Sharjah,Sharjah,Express,3.47,0.0731,Completed
GF0014718,2023-09-08,Abu Dhabi-Al Ain,Abu Dhabi,Standard,7.43,0.0352,Completed
GF0016114,2023-10-02,Dubai-Riyadh,KSA,Standard,2.12,0.0229,Completed
GF0004797,2023-02-23,Dubai-RAK,Northern Emirates,Express,3.42,0.0152,Completed
GF0012559,2023-07-31,Dubai-Sharjah,Sharjah,Standard,5.14,0.0194,Completed
GF0029109,2024-03-20,Dubai-Sharjah,Sharjah,Same-Day,0.5,0.01,Completed
GF0008196,2023-04-19,Dubai-Sharjah,Sharjah,Express,1.07,0.0276,Completed
GF0033289,2024-06-19,Dubai-Abu Dhabi,Abu Dhabi,Express,1.12,0.0121,Completed
GF0022493,2023-12-21,Abu Dhabi-Muscat,Oman,Express,9.5,0.0134,Completed
GF0023408,2024-01-03,Abu Dhabi-Muscat,Oman,Express,2.16,0.0502,Completed
GF0012641,2023-08-01,Abu Dhabi-Al Ain,Abu Dhabi,Express,2.35,0.0758,Completed
GF0009795,2023-05-24,Dubai-Abu Dhabi,Unknown,Standard,9.22,0.01,Completed
GF0028632,2024-03-14,Abu Dhabi-Al Ain,Abu Dhabi,Standard,0.5,0.0854,Completed
GF0032727,2024-06-04,Abu Dhabi-Al Ain,Abu Dhabi,Standard,7.18,0.0602,Completed
GF0001126,2023-01-03,Abu Dhabi-Muscat,Oman,Standard,5.14,0.0352,Completed
GF0006959,2023-03-28,Dubai-Abu Dhabi,Abu Dhabi,Express,8.08,0.01,Completed
GF0028511,2024-03-13,Dubai-Riyadh,KSA,Express,6.59,0.0667,Completed
GF0014635,2023-09-07,Dubai-Sharjah,Sharjah,Standard,13.03,0.0117,Completed
GF0005451,2023-03-06,Dubai-Riyadh,KSA,Standard,12.19,0.1004,Completed
GF0008147,2023-04-18,Dubai-Abu Dhabi,Abu Dhabi,Express,4.24,0.0221,Completed
GF0020915,2023-12-04,Dubai-Sharjah,Sharjah,Same-Day,3.13,0.01,Completed
GF0028306,2024-03-08,Dubai-Riyadh,KSA,Standard,0.63,0.099,Completed
GF0001827,2023-01-12,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,0.5,0.01,Completed
GF0027215,2024-02-21,Dubai-Sharjah,Sharjah,Standard,3.89,0.0206,Completed
GF0033270,2024-06-18,Dubai-Abu Dhabi,Abu Dhabi,Standard,7.53,0.0498,Completed
GF0018368,2023-11-02,Dubai-Abu Dhabi,Abu Dhabi,Standard,8.92,0.0732,Completed
GF0012473,2023-07-27,Dubai-RAK,Northern Emirates,Express,1.93,0.01,Completed
GF0028581,2024-03-13,Dubai-RAK,Northern Emirates,Same-Day,0.76,0.01,Completed
GF0011380,2023-06-30,Dubai-RAK,Northern Emirates,Express,6.29,0.0134,Completed
GF0003443,2023-02-03,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.74,0.01,Completed
GF0017729,2023-10-24,Dubai-Abu Dhabi,Abu Dhabi,Standard,2.87,0.1015,Completed
GF0001814,2023-01-12,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,9.1,0.01,Completed
GF0023550,2024-01-04,Dubai-RAK,Northern Emirates,Standard,4.22,0.01,Completed
GF0012397,2023-07-26,Abu Dhabi-Muscat,Oman,Standard,21.72,0.0361,Completed
GF0033499,2024-06-24,Abu Dhabi-Muscat,Oman,Express,1.23,0.01,Completed
GF0015153,2023-09-15,Sharjah-Fujairah,Northern Emirates,Standard,1.02,0.0288,Completed
GF0028901,2024-03-19,Dubai-Sharjah,Sharjah,Express,0.92,0.0451,Completed
GF0013298,2023-08-14,Dubai-Sharjah,Sharjah,Standard,32.55,0.0957,Completed
GF0006779,2023-03-24,Dubai-Abu Dhabi,Abu Dhabi,Express,0.5,0.0231,Completed
GF0027410,2024-02-23,Dubai-Abu Dhabi,Abu Dhabi,Express,0.5,0.0195,Completed
GF0001793,2023-01-11,Dubai-Riyadh,KSA,Standard,3.51,0.01,Completed
GF0011147,2023-06-22,Dubai-RAK,Northern Emirates,Express,1.26,0.033,Completed
GF0007898,2023-04-13,Dubai-RAK,Northern Emirates,Express,3.79,0.0905,Completed
GF0003674,2023-02-07,Dubai-Sharjah,Sharjah,Same-Day,0.86,0.01,Completed
GF0017478,2023-10-19,Dubai-Riyadh,KSA,Standard,1.33,0.0116,Completed
GF0004756,2023-02-22,Dubai-Abu Dhabi,Abu Dhabi,Express,4.31,0.0129,Completed
GF0003891,2023-02-09,Dubai-Riyadh,KSA,Standard,9.77,0.0798,Completed
GF0015382,2023-09-19,Dubai-Abu Dhabi,Abu Dhabi,Standard,20.64,0.0993,Completed
GF0031734,2024-05-14,Dubai-Riyadh,KSA,Standard,1.89,0.0559,Completed
GF0008863,2023-05-03,Dubai-Abu Dhabi,Abu Dhabi,Standard,19.82,0.01,Completed
GF0007359,2023-04-04,Dubai-Abu Dhabi,Abu Dhabi,Express,2.02,0.01,Completed
GF0031572,2024-05-09,Sharjah-Fujairah,Northern Emirates,Standard,0.64,0.0509,Completed
GF0032574,2024-05-30,Dubai-Abu Dhabi,Abu Dhabi,Express,1.38,0.01,Completed
GF0030486,2024-04-17,Abu Dhabi-Al Ain,Abu Dhabi,Standard,22.41,0.01,Completed
GF0024710,2024-01-18,Abu Dhabi-Al Ain,Abu Dhabi,Standard,5.9,0.0868,Completed
GF0023412,2024-01-03,Dubai-Abu Dhabi,Abu Dhabi,Express,14.35,0.0307,Completed
GF0028429,2024-03-12,Sharjah-Fujairah,Northern Emirates,Standard,6.29,0.0233,Completed
GF0014429,2023-09-04,Dubai-Riyadh,KSA,Standard,34.27,0.01,Completed
GF0012104,2023-07-18,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,4.8,0.01,Completed
GF0014946,2023-09-12,Dubai-Sharjah,Sharjah,Standard,9.3,0.0441,Completed
GF0027433,2024-02-23,Dubai-Sharjah,Sharjah,Standard,3.73,0.0287,Completed
GF0020029,2023-11-22,Abu Dhabi-Muscat,Oman,Standard,0.5,0.0677,Completed
GF0003243,2023-01-31,Dubai-Abu Dhabi,Abu Dhabi,Standard,2.67,0.02,Completed
GF0006373,2023-03-20,Dubai-Riyadh,KSA,Express,20.96,0.0399,Completed
GF0003336,2023-02-01,Dubai-Abu Dhabi,Abu Dhabi,Standard,9.74,0.01,Completed
GF0018334,2023-11-02,Abu Dhabi-Al Ain,Abu Dhabi,Standard,4.01,0.1099,Completed
GF0012260,2023-07-21,Dubai-RAK,Northern Emirates,Express,7.45,0.019,Completed
GF0002120,2023-01-17,Dubai-Sharjah,Sharjah,Standard,3.23,0.0913,Completed
GF0011789,2023-07-11,Dubai-Sharjah,Sharjah,Standard,17.66,0.0376,Completed
GF0001419,2023-01-06,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,4.21,0.01,Completed
GF0010446,2023-06-07,Abu Dhabi-Muscat,Oman,Standard,1.52,0.0835,Completed
GF0026053,2024-02-06,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,0.5,0.01,Completed
GF0027611,2024-02-27,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.53,0.01,Completed
GF0006408,2023-03-20,Abu Dhabi-Muscat,Oman,Same-Day,0.58,0.01,Completed
GF0006788,2023-03-24,Dubai-Sharjah,Sharjah,Standard,3.8,0.01,Completed
GF0023126,2023-12-28,Dubai-Riyadh,KSA,Express,2.88,0.0276,Completed
GF0016374,2023-10-05,Sharjah-Fujairah,Northern Emirates,Express,6.27,0.0224,Completed
GF0025051,2024-01-23,Dubai-Abu Dhabi,Abu Dhabi,Express,2.19,0.017,Completed
GF0022951,2023-12-27,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.87,0.016,Completed
GF0032273,2024-05-24,Dubai-Riyadh,KSA,Express,3.62,0.01,Completed
GF0025519,2024-01-29,Abu Dhabi-Al Ain,Abu Dhabi,Express,3.32,0.0272,Completed
GF0018586,2023-11-06,Dubai-Riyadh,KSA,Standard,4.62,0.047,Completed
GF0028202,2024-03-07,Dubai-RAK,Northern Emirates,Standard,8.34,0.01,Completed
GF0023149,2023-12-28,Dubai-Riyadh,KSA,Same-Day,9.93,0.0223,Completed
GF0009389,2023-05-15,Sharjah-Fujairah,Northern Emirates,Express,5.48,0.0208,Completed
GF0002970,2023-01-27,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,2.7,0.01,Completed
GF0027727,2024-02-28,Dubai-RAK,Northern Emirates,Standard,8.96,0.0979,Completed
GF0004687,2023-02-22,Dubai-Abu Dhabi,Abu Dhabi,Express,0.5,0.01,Completed
GF0030492,2024-04-17,Dubai-Riyadh,KSA,Standard,14.09,0.0694,Completed
GF0019381,2023-11-14,Dubai-Abu Dhabi,Abu Dhabi,Standard,8.67,0.0644,Completed
GF0013790,2023-08-23,Abu Dhabi-Al Ain,Abu Dhabi,Express,8.79,0.0137,Completed
GF0012246,2023-07-21,Abu Dhabi-Al Ain,Abu Dhabi,Standard,5.82,0.0753,Completed
GF0002248,2023-01-18,Abu Dhabi-Muscat,Oman,Standard,2.0,0.01,Completed
GF0003192,2023-01-31,Sharjah-Fujairah,Northern Emirates,Standard,1.56,0.0713,Completed
GF0020096,2023-11-22,Abu Dhabi-Al Ain,Abu Dhabi,Express,0.5,0.01,Completed
GF0010184,2023-06-01,Abu Dhabi-Al Ain,Abu Dhabi,Express,3.71,0.0178,Completed
GF0019574,2023-11-15,Dubai-Riyadh,KSA,Express,0.5,0.0106,Completed
GF0005670,2023-03-08,Dubai-RAK,Northern Emirates,Express,2.98,0.0225,Completed
GF0006984,2023-03-29,Dubai-RAK,Northern Emirates,Standard,17.17,0.0377,Completed
GF0007565,2023-04-07,Sharjah-Fujairah,Northern Emirates,Express,0.5,0.0128,Completed
GF0008804,2023-05-02,Dubai-Abu Dhabi,Abu Dhabi,Standard,3.14,0.0223,Completed
GF0012954,2023-08-07,Abu Dhabi-Muscat,Oman,Standard,5.61,0.01,Completed
GF0029173,2024-03-21,Dubai-Abu Dhabi,Abu Dhabi,Express,0.5,0.01,Completed
GF0030287,2024-04-15,Dubai-RAK,Northern Emirates,Express,1.86,0.01,Completed
GF0027439,2024-02-23,Dubai-Abu Dhabi,Abu Dhabi,Standard,1.46,0.0835,Completed
GF0011535,2023-07-05,Dubai-RAK,Northern Emirates,Express,4.55,0.01,Completed
GF0028025,2024-03-05,Sharjah-Fujairah,Northern Emirates,Express,3.25,0.0487,Completed
GF0015060,2023-09-14,Abu Dhabi-Al Ain,Abu Dhabi,Express,8.17,0.0169,Completed
GF0021611,2023-12-12,Abu Dhabi-Muscat,Oman,Standard,6.24,0.0956,Completed
GF0028197,2024-03-07,Dubai-RAK,Northern Emirates,Standard,0.84,0.0267,Completed
GF0001077,2023-01-02,Abu Dhabi-Muscat,Oman,Standard,0.5,0.0759,Completed
GF0024930,2024-01-22,Dubai-RAK,Northern Emirates,Standard,0.5,0.01,Completed
GF0020282,2023-11-24,Dubai-RAK,Northern Emirates,Standard,6.5,0.0431,Completed
GF0031724,2024-05-14,Dubai-Sharjah,Sharjah,Standard,1.04,0.0864,Completed
GF0016524,2023-10-06,Dubai-Riyadh,KSA,Standard,1.41,0.0291,Completed
GF0022204,2023-12-18,Abu Dhabi-Muscat,Oman,Standard,0.73,0.0303,Completed
GF0026890,2024-02-16,Dubai-Riyadh,KSA,Standard,18.82,0.0132,Completed
GF0024325,2024-01-15,Abu Dhabi-Al Ain,Abu Dhabi,Express,2.52,0.0108,Completed
GF0031523,2024-05-08,Dubai-RAK,Northern Emirates,Express,4.25,0.01,Completed
GF0023797,2024-01-08,Dubai-Sharjah,Sharjah,Same-Day,1.0,0.01,Completed
GF0026828,2024-02-15,Dubai-Abu Dhabi,Abu Dhabi,Standard,12.3,0.1042,Completed
GF0010064,2023-05-30,Sharjah-Fujairah,Northern Emirates,Same-Day,0.5,0.01,Completed
GF0029426,2024-03-26,Sharjah-Fujairah,Northern Emirates,Standard,6.56,0.1059,Completed
GF0009007,2023-05-05,Dubai-Riyadh,KSA,Same-Day,16.19,0.01,Completed
GF0022852,2023-12-26,Abu Dhabi-Al Ain,Abu Dhabi,Standard,3.47,0.0166,Completed
GF0006951,2023-03-28,Dubai-Abu Dhabi,Abu Dhabi,Express,6.02,0.1127,Completed
GF0004391,2023-02-17,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.5,0.0143,Completed
GF0006415,2023-03-20,Dubai-Sharjah,Sharjah,Standard,15.87,0.0996,Completed
GF0019944,2023-11-21,Abu Dhabi-Al Ain,Abu Dhabi,Standard,26.9,0.0523,Completed
GF0027146,2024-02-20,Sharjah-Fujairah,Northern Emirates,Express,2.4,0.0668,Completed
GF0009162,2023-05-09,Dubai-Riyadh,KSA,Standard,13.51,0.1122,Completed
GF0004530,2023-02-20,Dubai-Riyadh,KSA,Standard,27.8,0.0378,Completed
GF0002908,2023-01-26,Dubai-Riyadh,KSA,Standard,5.89,0.0664,Completed
GF0030005,2024-04-04,Dubai-Riyadh,KSA,Standard,2.0,0.0958,Completed
GF0032680,2024-06-03,Abu Dhabi-Al Ain,Abu Dhabi,Standard,0.5,0.0988,Completed
GF0001235,2023-01-04,Dubai-Sharjah,Sharjah,Express,1.95,0.0603,Completed
GF0013219,2023-08-11,Abu Dhabi-Al Ain,Abu Dhabi,Express,1.0,0.0108,Completed
GF0018988,2023-11-10,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.95,0.01,Completed
GF0008984,2023-05-05,Dubai-Abu Dhabi,Abu Dhabi,Standard,2.01,0.01,Completed
GF0010310,2023-06-05,Dubai-Abu Dhabi,Abu Dhabi,Standard,3.03,0.01,Completed
GF0029253,2024-03-22,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,1.42,0.01,Completed
GF0004490,2023-02-19,Dubai-RAK,Northern Emirates,Standard,3.76,0.0166,Completed
GF0027614,2024-02-27,Abu Dhabi-Al Ain,Abu Dhabi,Standard,10.26,0.1007,Completed
GF0015231,2023-09-18,Dubai-Abu Dhabi,Abu Dhabi,Standard,38.92,0.0292,Completed
GF0028534,2024-03-13,Dubai-Sharjah,Sharjah,Standard,20.88,0.021,Completed
GF0019378,2023-11-13,Dubai-Abu Dhabi,Abu Dhabi,Standard,3.95,0.0903,Completed
GF0032717,2024-06-03,Dubai-Riyadh,KSA,Standard,9.78,0.0214,Completed
GF0011568,2023-07-05,Abu Dhabi-Muscat,Oman,Standard,21.61,0.01,Completed
GF0031308,2024-05-03,Sharjah-Fujairah,Northern Emirates,Same-Day,6.93,0.0119,Completed
GF0009512,2023-05-17,Dubai-Riyadh,KSA,Standard,4.29,0.019,Completed
GF0002619,2023-01-23,Sharjah-Fujairah,Northern Emirates,Express,2.01,0.0349,Completed
GF0029289,2024-03-25,Dubai-Sharjah,Sharjah,Express,6.29,0.01,Completed
GF0006287,2023-03-17,Sharjah-Fujairah,Northern Emirates,Express,3.93,0.0165,Completed
GF0019444,2023-11-14,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,3.49,0.01,Completed
GF0008041,2023-04-17,Sharjah-Fujairah,Northern Emirates,Standard,1.04,0.0366,Completed
GF0003219,2023-01-31,Sharjah-Fujairah,Northern Emirates,Same-Day,3.87,0.01,Completed
GF0010865,2023-06-16,Dubai-Sharjah,Sharjah,Same-Day,4.56,0.01,Completed
GF0023422,2024-01-03,Dubai-Riyadh,KSA,Standard,0.5,0.068,Completed
GF0017644,2023-10-23,Dubai-Sharjah,Sharjah,Standard,5.62,0.1018,Completed
GF0032846,2024-06-06,Sharjah-Fujairah,Northern Emirates,Standard,6.1,0.0844,Completed
GF0027615,2024-02-27,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.42,0.0332,Completed
GF0013977,2023-08-25,Abu Dhabi-Al Ain,Abu Dhabi,Standard,16.33,0.0632,Completed
GF0026477,2024-02-10,Dubai-RAK,Northern Emirates,Standard,0.72,0.0177,Completed
GF0021128,2023-12-06,Sharjah-Fujairah,Northern Emirates,Standard,20.15,0.1086,Completed
GF0015594,2023-09-22,Dubai-Riyadh,KSA,Standard,2.96,0.0434,Completed
GF0007988,2023-04-14,Dubai-Riyadh,KSA,Express,8.34,0.0523,Completed
GF0002917,2023-01-27,Dubai-Sharjah,Sharjah,Same-Day,2.88,0.0162,Completed
GF0013607,2023-08-18,Sharjah-Fujairah,Northern Emirates,Express,9.13,0.01,Completed
GF0013941,2023-08-25,Dubai-Sharjah,Sharjah,Express,6.44,0.01,Completed
GF0007233,2023-03-31,Abu Dhabi-Al Ain,Abu Dhabi,Standard,0.87,0.0338,Completed
GF0032793,2024-06-05,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.5,0.01,Completed
GF0007283,2023-04-03,Abu Dhabi-Al Ain,Abu Dhabi,Express,1.52,0.01,Completed
GF0005208,2023-03-01,Dubai-RAK,Northern Emirates,Standard,7.33,0.012,Completed
GF0013819,2023-08-23,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,2.33,0.01,Completed
GF0026299,2024-02-08,Dubai-Abu Dhabi,Abu Dhabi,Standard,5.56,0.0276,Completed
GF0027386,2024-02-23,Sharjah-Fujairah,Northern Emirates,Standard,0.5,0.0682,Completed
GF0010333,2023-06-05,Sharjah-Fujairah,Northern Emirates,Same-Day,0.5,0.01,Completed
GF0007469,2023-04-05,Dubai-RAK,Northern Emirates,Express,4.08,0.0156,Completed
GF0031340,2024-05-03,Sharjah-Fujairah,Northern Emirates,Standard,4.25,0.01,Completed
GF0014746,2023-09-08,Sharjah-Fujairah,Northern Emirates,Standard,2.92,0.0702,Completed
GF0016385,2023-10-05,Dubai-RAK,Northern Emirates,Standard,10.1,0.0119,Completed
GF0011954,2023-07-13,Dubai-Abu Dhabi,Abu Dhabi,Standard,16.32,0.1016,Completed
GF0001846,2023-01-12,Abu Dhabi-Al Ain,Abu Dhabi,Standard,5.84,0.0743,Completed
GF0021673,2023-12-13,Abu Dhabi-Muscat,Oman,Same-Day,0.52,0.01,Completed
GF0032293,2024-05-24,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,1.5,0.0275,Completed
GF0015309,2023-09-19,Dubai-Sharjah,Sharjah,Standard,8.48,0.0141,Completed
GF0019935,2023-11-21,Abu Dhabi-Muscat,Oman,Standard,2.18,0.0288,Completed
GF0014917,2023-09-12,Dubai-Sharjah,Sharjah,Same-Day,5.86,0.0276,Completed
GF0028504,2024-03-13,Dubai-RAK,Northern Emirates,Express,9.83,0.0176,Completed
GF0009837,2023-05-25,Dubai-Abu Dhabi,Abu Dhabi,Standard,15.95,0.025,Completed
GF0023350,2024-01-02,Dubai-RAK,Northern Emirates,Express,0.9,0.0396,Completed
GF0025579,2024-01-30,Dubai-Abu Dhabi,Abu Dhabi,Express,3.42,0.0505,Completed
GF0029746,2024-04-01,Sharjah-Fujairah,Northern Emirates,Standard,2.5,0.0152,Completed
GF0015043,2023-09-14,Dubai-Abu Dhabi,Abu Dhabi,Standard,7.18,0.0439,Completed
GF0009659,2023-05-22,Dubai-RAK,Northern Emirates,Standard,12.08,0.0403,Completed
GF0024873,2024-01-22,Sharjah-Fujairah,Northern Emirates,Express,3.08,0.0729,Completed
GF0017389,2023-10-18,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,1.89,0.0147,Completed
GF0006342,2023-03-17,Dubai-RAK,Northern Emirates,Same-Day,2.29,0.01,Completed
GF0011787,2023-07-11,Abu Dhabi-Muscat,Oman,Express,2.34,0.0126,Completed
GF0005324,2023-03-02,Dubai-Riyadh,KSA,Standard,1.54,0.0704,Completed
GF0018447,2023-11-03,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.63,0.01,Completed
GF0003590,2023-02-06,Sharjah-Fujairah,Northern Emirates,Same-Day,2.69,0.0167,Completed
GF0025818,2024-02-01,Dubai-Sharjah,Sharjah,Standard,4.83,0.01,Completed
GF0014046,2023-08-28,Dubai-RAK,Northern Emirates,Standard,22.08,0.0149,Completed
GF0026736,2024-02-14,Dubai-RAK,Northern Emirates,Express,0.5,0.01,Completed
GF0021119,2023-12-06,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,0.5,0.0365,Completed
GF0014918,2023-09-12,Dubai-RAK,Northern Emirates,Standard,2.78,0.01,Completed
GF0011589,2023-07-05,Dubai-Riyadh,KSA,Standard,14.9,0.0175,Completed
GF0020901,2023-12-04,Dubai-Abu Dhabi,Abu Dhabi,Standard,7.81,0.0275,Completed
GF0024370,2024-01-15,Dubai-Abu Dhabi,Abu Dhabi,Standard,5.52,0.0947,Completed
GF0028139,2024-03-06,Abu Dhabi-Al Ain,Abu Dhabi,Standard,22.07,0.0107,Completed
GF0002605,2023-01-23,Abu Dhabi-Al Ain,Abu Dhabi,Express,0.7,0.01,Completed
GF0019117,2023-11-10,Dubai-RAK,Northern Emirates,Standard,3.7,0.0736,Completed
GF0027900,2024-03-01,Dubai-RAK,Northern Emirates,Express,8.0,0.0622,Completed
GF0028285,2024-03-08,Dubai-Sharjah,Sharjah,Standard,25.65,0.0165,Completed
GF0032805,2024-06-05,Dubai-RAK,Northern Emirates,Same-Day,0.5,0.0134,Completed
GF0026888,2024-02-16,Abu Dhabi-Al Ain,Abu Dhabi,Express,1.38,0.0193,Completed
GF0029024,2024-03-20,Dubai-Riyadh,KSA,Standard,13.79,0.0629,Completed
GF0015277,2023-09-18,Dubai-RAK,Northern Emirates,Standard,9.72,0.0214,Completed
GF0018260,2023-11-01,Dubai-RAK,Northern Emirates,Standard,3.88,0.01,Completed
GF0011554,2023-07-05,Abu Dhabi-Muscat,Oman,Express,5.74,0.0429,Completed
GF0011167,2023-06-22,Sharjah-Fujairah,Northern Emirates,Standard,22.94,0.0146,Completed
GF0029090,2024-03-20,Abu Dhabi-Muscat,Oman,Same-Day,0.68,0.0306,Completed
GF0002761,2023-01-25,Abu Dhabi-Muscat,Oman,Standard,0.91,0.033,Completed
GF0020123,2023-11-22,Dubai-Abu Dhabi,Abu Dhabi,Standard,11.7,0.1141,Completed
GF0031213,2024-05-01,Dubai-RAK,Northern Emirates,Standard,3.0,0.0266,Completed
GF0003472,2023-02-03,Dubai-Abu Dhabi,Abu Dhabi,Standard,2.63,0.103,Completed
GF0016913,2023-10-12,Dubai-Riyadh,KSA,Express,12.93,0.01,Completed
GF0007738,2023-04-11,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,2.14,0.0137,Completed
GF0024275,2024-01-12,Dubai-Riyadh,KSA,Express,2.44,0.0259,Completed
GF0016728,2023-10-10,Abu Dhabi-Muscat,Oman,Standard,1.53,0.0781,Completed
GF0008943,2023-05-04,Abu Dhabi-Muscat,Oman,Standard,1.71,0.1025,Completed
GF0013910,2023-08-24,Dubai-Sharjah,Sharjah,Standard,8.59,0.0286,Completed
GF0015369,2023-09-19,Dubai-Sharjah,Sharjah,Standard,3.4,0.0864,Completed
GF0027069,2024-02-19,Dubai-Abu Dhabi,Abu Dhabi,Standard,1.99,0.011,Completed
GF0021590,2023-12-12,Dubai-Abu Dhabi,Abu Dhabi,Standard,0.54,0.0292,Completed
GF0007371,2023-04-04,Dubai-Riyadh,KSA,Standard,20.68,0.01,Completed
GF0027734,2024-02-28,Abu Dhabi-Muscat,Oman,Express,2.15,0.0908,Completed
GF0026745,2024-02-14,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.63,0.01,Completed
GF0027732,2024-02-28,Dubai-Abu Dhabi,Abu Dhabi,Express,5.63,0.0525,Completed
GF0017616,2023-10-23,Dubai-Sharjah,Sharjah,Standard,4.83,0.0863,Completed
GF0009258,2023-05-11,Abu Dhabi-Al Ain,Abu Dhabi,Standard,0.5,0.0862,Completed
GF0008561,2023-04-26,Abu Dhabi-Muscat,Oman,Express,3.17,0.01,Completed
GF0010795,2023-06-15,Dubai-Riyadh,KSA,Express,0.5,0.0661,Completed
GF0007168,2023-03-30,Abu Dhabi-Al Ain,Abu Dhabi,Standard,6.92,0.0443,Completed
GF0012475,2023-07-27,Abu Dhabi-Muscat,Oman,Standard,11.03,0.102,Completed
GF0007288,2023-04-03,Abu Dhabi-Muscat,Oman,Standard,1.88,0.0324,Completed
GF0005632,2023-03-08,Sharjah-Fujairah,Northern Emirates,Standard,3.59,0.0303,Completed
GF0016147,2023-10-02,Dubai-RAK,Northern Emirates,Express,1.9,0.0153,Completed
